"70701035","DODO BRANDS (Dodo Pizza, Drinkit, Doner 42)","Data Engineer Lead","True","280000","350000","Более 6 лет","Удаленная работа","['Python', 'Spark', 'SaaS', 'Databricks', 'Data Analysis']","Dodo Engineering - это IT-подразделение компании Dodo Brands. У нас 3 бренда:  Додо Пицца: более 830 пиццерий в 16 странах Дринкит: 5 кофеен в Москве и Самаре Донер 42: 6 донерных в Москве, Краснодаре, Казани и, конечно, в Санкт-Петербурге.  Хотим предложить тебе прокачать наш проект сквозной аналитики - аналитики на основе всех данных из всех источников. Мы хотим лучше понимать, как затраты на рекламные кампании конвертируются в продажи и новых клиентов. Выводы, которые мы получим благодаря сквозной аналитике, повлияют на все маркетинговые коммуникации, — а значит в итоге повлияют на привлечение клиентов и бизнес-результат всего Додо.Задачи проекта:  Помочь маркетингу стать действительно дата-дривен и прозрачным для всех, Оптимизировать свою работу и расходы, Отслеживать эффективность каналов и прочих используемых подходов (например, активностей CVM), Вдобавок научиться агрегировать региональные рекламные активности партнёров и видеть полную картину, Ну и по пути поднять выручку за счет оптимизации расходов и более эффективного привлечения клиентов.  Требования:  Опыт разработки с амбициями и желанием в Big Data; Хорошее знание баз данных; Знание устройства Azure, чтобы разбираться с доступами и окружениями; Умение менеджерить себя и других;  Нужно будет работать с внешними SaaS-решениями для сбора маркетинговых кампаний. Наш внутренний стек Data платформы: Spark, BI-инструменты, Python, Databricks Jobs. Условия:  Удаленная работа; Стабильная, официальная заработная плата. Финальную сумму обсуждаем с каждым кандидатом; ДМС; Оплату профильных конференций; Оплату профильных курсов; Покупку профессиональной литературы; Скидку на уроки английского языка в Skyeng; Митапы, лекции, воркшопы и интенсивы по твоему направлению; Прокачку навыков публичных выступлений (сделаем из тебя крутого спикера); Помощь в написании профессиональных статей и раскрутку тебя, как автора, на профильных ресурсах (Хабр, VC). "
"70735115","Mindbox","Senior Data Scientist / ML Engineer","True","300000","450000","От 1 года до 3 лет","Гибкий график","['Docker', 'Python', 'SQL', 'Pandas', 'Numpy', 'Scipy', 'Scikit', 'Lightgbm', 'Fastcluster', 'Implicit', 'Spacy']","Mindbox — крупнейшая в России облачная платформа автоматизации маркетинга, в десятке B2B SaaS России. Помогаем компаниям — от ДоДо Пиццы и МВидео до ПИК и МИФ расти за счет эффективного маркетинга. Без спама. Ищем data science инженера с опытом полного цикла разработки моделей. Предстоит вместе с ML-лидом построить команду и конвейер моделей, снижающих спам за счет предсказания поведения и look alike, рекомендующих полезное, автоматически сегментирующих и любых других, если они зарабатывают клиентам деньги. Также, помогать развивать функционал и математику А-Б тестирования. Ожидаем, что вы разбираетесь в бизнесе, тщательно подбираете фичи, стремитесь к explainable ML. Проектируете и анализируете А-Б тесты. Совместно с data-инженерами разрабатываете и сопровождаете модели в проде.У нас Десять минут от правки до прода, сотни А-Б тестов параллельно, 100+ TB чистых данных из десятков индустрий, топовые технологии и большая нагрузка. Особенная культура: открытые финансы и зарплаты, право принять любое решение у каждого. А значит — прямая обратная связь от клиентов, возможность выбирать технологии и влиять на бэклог. Детали  DS-stack: docker, python 3.7, sql, pandas, scipy, numpy, scikit, lightgbm, fastcluster, implicit, spacy. Прод на Airflow over K8S Нейронки, контент-бейзд рекомендации, кросс-доменные модели, многорукие бандиты 115+ человек в разработке, есть очень умные люди, с кем поговорить (МФТИ, МГУ, Бауманка, ВШЭ). Докладчики DotNext, Yandex.Scale, AgileDays (подробнее об инженерных командах: https://jobs.mindbox.ru/dev/) 2000 пересчетов моделей в день, 2000 RPS сервиса рекомендаций. 50 миллионов транзакций в день, 600+ миллионов профилей в базах, пятьдесят миллиардов фактов.  Условия Удаленно / гибрид / офис в Москве или Ереване. Релокация, бонус за выход, опцион.  Офисы для людей: еда, кухня, комнаты по 6-10 человек, комнаты для зума, забота и комфорт Десктоп i9 с SSD или MacBook Pro, 2x4K монитора. В т.ч. для удаленных Спорт, квесты, настолки, ЧГК, VR и караоке Безлимитные отпуска, саббатикал, болезни без справок, свободный график 300 000 ₽ в год на софинансирование образования, медицины, спорта, путешествий. Книги бесплатно "
"69811783","Апптимизм","Data Engineer","False","None","None","Нет опыта","Удаленная работа","['SQL', 'Python', 'SCALA', 'Hadoop', 'Kafka']","Крупнейшая компания FMCG в поиске Data Engineer. Сама техническая команда проекта небольшая. Планируется в 3 DS и 1 DE. Пока только 1 DS lead. Но внутри компании есть еще DS. Обязанности:  Дизайн и разработка витрин в Azure; Дизайн, разработка и поддержка ETL процессов для загрузки данных в/из Data Lake; Контроль качества и полноты данных (ручные и автоматические DQ тесты); Интеграции новых источников с DataLake; Написание документаций; Работать в связке с аналитиками и экспертами для получения end-to-end продукта    Мы ожидаем:  Знание принципов построения DWH и баз данных; Опыт работы с технологией Hadoop (HDInsight, Spark, Hive, Scala, etc.); Уверенное знание SQL, Python/Scala or Java; 1+ лет опыта с Azure / Yandex Cloud Platform; Опыт работы с Greenplum будет плюсом; Опыт работы с Nifi, Kafka, Airflow будет плюсом; "
"69658229","Антиплагиат","Data Engineer (Middle)","True","130000","180000","От 1 года до 3 лет","Полный день","['Работа в команде', 'Python', 'SQL', 'NoSQL', 'Работа с базами данных', 'работа с данными']","Компания «Антиплагиат» занимается разработкой корпоративных продуктов по анализу текстов, в том числе крупнейшего в стране одноименного продукта по поиску текстовых заимствований в студенческих работах.Задачи:• Писать краулеры сайтов;• Разрабатывать службы для получения данных из клиентских API;• Писать сервисы для внутренних нужд команды;• Поддерживать полноту и целостность текущих данных системы. Основные требования:• Уверенное знание Python;• Опыт работы с большими данными;• Умение обернуть написанный код в Docker-контейнер;• Опыт работы с SQL/NoSQL БД;• Знание Linux. Используем debian/ubuntu;• Английский достаточный для чтения технической литературы.• Высшее техническое образование; Плюсик в карму за:- Опыт планирования микросервисной/распределенной инфраструктуры;- Опыт работы с облаками (AWS, Яндекс.Облако);- Знакомство с C#;- Знание технологий из стека, указанного ниже. С чем придется работать:- Библиотеки Python: scrapy, beautiful soup, pandas;- Взаимодействие с сервисами по протоколам: gRPC, REST, FTP, etc;- Обработка данных в форматах: xml/html, json, plain text, etc;- Инфраструктура: docker, mongodb, rabbitmq, postgresql, redis;- Мониторинг: graphite, grafana, zabbix, ELK. Мы предлагаем: • Работу в компании, использующей современные подходы и технологии в разработке ПО;• Оформление согласно ТК РФ и официальная система оплаты труда (оклад + годовой бонус);• Уровень заработной платы обсуждается индивидуально;• Добровольное Медицинское Страхование;• Полную «удалёнку» (Комфортный офис м. Нагатинская\ мцк Верхние Котлы у нас тоже есть);• Возможность профессионального и карьерного роста;• Оплату курсов, тренингов и конференций;• 4 дополнительных выходных дня в течение года."
"69464622","Offer Now","Data Engineer (Middle/Senior)","True","None","400000","От 1 года до 3 лет","Полный день","[]","Обязанности:  Разрабатывать и поддерживать микросервисы Разрабатывать и оптимизировать пайплайны Разработка мониторинга и алертинга  Требования:  Python уровня senior Sql на уровне сложных запросов Опыт работы с luigi/airflow Опыт работы с aws Опыт работы с hadoop Опыт работы с clickhouse Высшее образование - Математическое/Техническое  Условия:  Оформление по ТК РФ Конкурентная заработная плата Удаленный формат работы Возможности для роста в компании "
"70739897","Синергетик","Data engineer/инженер данных/дата-инженер","True","150000","None","От 1 года до 3 лет","Полный день","['Python', 'Hadoop', 'SQL', 'ETL', 'PostgreSQL', 'Опытный пользователь ПК', 'Умение принимать решения', 'MySQL']","Synergetic – лидер российского рынка по производству экологичных товаров бытовой химии. Наша продукция представлена во многих странах мира. Мы постоянно работаем над новыми направлениями и следующий шаг для нас - выпуск косметических продуктов. Мы планируем создать множество косметических средств, для этого нам необходим опытный технолог-разработчик косметических продуктов с опытом внедрения продуктов на производственную линию. Если Вы ищете работу в уютном офисе и дружном коллективе, в надежной развивающейся компании - эта вакансия для Вас!   Обязанности:    Построение ETL/ELT процессов (Nifi), решение задач по организации сбора данных из различных источников в Data Lake/DWH Организация хранения данных с использованием инфраструктуры Hadoop (HDFS, Hive), оптимизация хранимых данных, Разработка и автоматизация процессов преобразования данных внутри хранилища Сборка витрин данных (Clickhouse, PostgreSQL) Построение визуализационных моделей данных, отчетов и дашбордов (Grafana, Zeppelin, Jupyter, PowerBI)  Требования:    Хорошие знания SQL, опыт работы с одной из реляционной БД - PostgreSQL/MySQL/MS SQL Понимание принципов проектирования хранилищ данных Опыт работы с системами визуализации данных (Grafana, PowerBI, Zeppelin) Базовые знания Python  Будет плюсом:  Наличие опыта работы с экосистемой Hadoop (HDFS, Hive, HBase, Yarn, Kafka, NiFi, Airflow); Навыки работы с Unix shell, git Опыт работы с гибкими методологиями и инструментами разработки (Agile) Опыт работы с не реляционными БД    Условия  Белая заработная плата и трудоустройство согласно ТК РФ Уютный офис возле м. Цветной Бульвар/Трубная Обучение, конференции, выставки — по желанию; Молодой и интересный коллектив; "
"69710334","Aviasales.ru","Data Engineer","False","None","None","От 3 до 6 лет","Полный день","[]","Наша команда инфраструктуры аналитики помогает аналитикам делать свою работу. Мы обеспечиваем доставку данных в единое хранилище для аналитики и поддерживаем инструменты для их обработки и презентации. В компании много самодостаточных команд. В каждой команде свои сервисы, свои разработчики и аналитики. Так что у нас достаточно потоков данных самого разнообразного формата и объема. Это данные о букингах, на которые смотрит вся компания, и каждая запись проверяется чуть ли не руками, а еще — данные о билетах объемом более терабайта в сутки. Это требует разных подходов с нашей стороны. Стек: Мы используем Apache Impala на базе Apache Hadoop для хранения и обработки данных. Основной источник данных – Kafka. Для доставки и оркестрации данных мы используем самописные сервисы на Python 3 + PostgreSQL. Аналитики строят отчеты в Redash и Apache Superset. Языки программирования: Основной язык — это Python 3.8. Важно знать SQL, он нужен для Impala и PostgreSQL. У нашего сервиса есть админка, она написана на TS (React) + MobX. Иногда полезно знание С++, Scala, Go, чтобы посмотреть на исходный код используемых сервисов, как open source, так и тех, что пишут другие команды в компании. Что нужно будет делать:  Основная задача группы инфраструктуры аналитики — поддерживать ее работоспособность. В это входит много разных задач:   подключение новых данных; мониторинг актуальности; исследование производительности отдельных запросов и базы в целом; разработка инструментов для запуска агрегатов разных форматов и так далее;     есть пара хранилищ, которые оптимизированы для каких-то специальных целей. Например для команды саппорта. Там основная задача в том, чтобы данные не расходились с основным хранилищем. Поддерживаем open source продукты, которые связаны с аналитикой; Superset и Redash для отчетов. Snowplow для сбора клиентских событий.     Основной код, с которым надо работать — это репозиторий для софта, который выполняет доставку данных в кластер и последующую оркестрацию задач. Там порядка 40 тысяч строк на Python 3.8 и 3 тысячи на TypeScript (это админка). Критическая функциональность покрыта тестами, и юнит и приемочными. 80% кода покрыто тестами. Тестирование и сборка производятся на CI сервере (Jenkins). Деплой в Kubernetes. Настройкой серверов и разворачиванием баз мы не занимаемся. Это делает отдельная команда инфраструктуры. Поступающие задачи можно поделить на две группы: текучка и развитие платформы.   Текучка бывает разная:   Нужно подключить новые данные или изменить формат уже подключенных. Нужно помочь разобраться, почему не работает SQL-запрос или BI-система.     Произошел какой-то инцидент и нужно найти корень проблемы и починить или донести до тех, кто может починить. Как правило такие штуки появляются как запросы через Slack, которые мы регистрируем в JIRA и выполняем обычно в течение одного-двух дней.     Развитие платформы — это проекты от двух недель до нескольких месяцев, которые дают какие-то новые возможности: бэкапы в AWS S3 Glacier; оптимизированные агрегаты; автоматическая выгрузка результатов расчетов во внешние базы. Большая часть таких задач приходит от команды аналитики. Сейчас мы планируем переезд на более современный стек. Но мы много выделяем времени на задачи, которые уменьшают количество текучки или облегчают её выполнение.   Что мы ждем от тебя:    опыт работы инженером данных от 3 лет;   отличное знание Python и SQL;   опыт с AWS или опыт с Apache Impala.     Что мы предлагаем:    сильную команду и возможность влиять как на технологические, так и на продуктовые решения;   возможность выбрать, где работать — удаленно или в одном из наших офисов (Пхукет, Москва или Петербург);   заботу о здоровье: компенсацию индивидуальной психотерапии, медицинскую страховку для тебя и твоей семьи;   поддержку твоих увлечений: компенсацию занятий спортом и изучения иностранных языков.  "
"70645700","QIWI","Data инженер","False","None","None","От 1 года до 3 лет","Полный день","['Spark', 'Hadoop', 'Python', 'SQL', 'dwh', 'airflow']","Ищем Middle Data Engineer в нашу команду Big data. Мы занимаемся построением единого хранилища данных (миллиарды транзакций) и формированием витрин для построения бизнес-моделей, направленных на увеличение прибыли компании. Наш стек технологий: Hadoop, Spark, Airflow, Cassandra, Kubernetes, Vertica, Oracle, Postgres и пишем на языках Python, Scala, Java. В команде BigData 2 data инженера, надеемся, ты станешь третьим).Чем предстоит заниматься:   Разработка архитектуры доставки, хранения и обработки данных вместе с техническими лидами проекта;   Разработка новых моделей данных;   Разработка и поддержка автоматизированных регулярных ETL процессов;   Разработка микросервисов, используя модели, подготовленные ML разработчиками.   Ожидаем от тебя:   Знаешь Python. Коммерческий опыт в приоритете, но и классные pet-проекты не исключаем;   Умеешь писать и оптимизировать сложные SQL запросы;   У тебя есть желание развиваться в сфере проектов с ML и Big Data;   Будет преимуществом:  Опыт работы с большими данными от года; Знания в области Big Data (Hadoop, Spark, Airflow, Kafka, etc); Знание Java или Scala; Навыки работы с Docker, Kubernetes;  Условия:  Оформление с первого дня по ТК, современная техника, быстрая настройка доступов. Удаленка, гибрид или работа в комфортном офисе - выбирайте сами. Офис у метро Чертановская 24/7. Ищем человека на 40-часовую рабочую неделю. Совмещать с учебой будет крайне сложно. Забота о сотрудниках в виде расширенного ДМС, страховки, английского, фитнеса, мобильной связи, доступов к библиотекам, персонального бюджета на обучение и не только. Возможность участвовать в митапах, хакатонах, конференциях QIWI. Уникальную атмосферу для продуктивной работы и развивающую среду, где можно найти единомышленников и научиться новому. Никакой бюрократии и важных боссов :-).  Этапы собеседования:1. Короткая беседа с рекрутером. Расскажу о нас, познакомлюсь с тобой, договоримся об основном собеседовании. Обычно это 30 минут.2. Техническое интервью на 90 минут. Обсудим твой опыт, интересы, порешаем типовые для этой вакансии задачки.3. Оффер."
"69633190","МТС","Middle Data Engineer (Process Mining)","False","None","None","От 1 года до 3 лет","Полный день","[]","МТС Digital – сердце цифровой экосистемы МТС. Облачные сервисы, суперкомпьютер, системы видеоаналитики, IoT, собственная лаборатория AI и 20+ петабайт данных, финтех, стриминг, гейминг, мобильные приложения. Каждый день мы работаем над тем, чтобы вывести мобильную и веб-разработку на новый уровень, благодаря сплоченным продуктовым командам и agile методологиям.Сейчас мы в поиске Data engineer на проект Process Mining.Process Mining - технология для повышения эффективности массовых, сложных, транзакционных бизнес-процессов, оказывающих существенное прямое влияние на бизнес компании. Система базируется на инструменте Celonis. Чем предстоит заниматься:   разрабатывать решения для пакетной и потоковой выгрузки данных из корпоративных систем в аналитическое хранилище (AirFlow); разрабатывать логическую и физическую модель ХД, готовить структуры данных, обрабатывать внутри ХД (DDL, DML); реализовывать средства мониторинга и автоматического тестирования разработанных компонентов; формировать требования для проверки данных (DQ), разрабатывать средства мониторинга и информирования о качестве данных.  Что мы ждем от кандидата:  владение Linux на базовом уровне; знание языков Python (уверенно); опыт работы с Greenplum; знание языков запросов БД (SQL) на продвинутом уровне; опыт работы с Docker (написание Dockerfile, docker-compose); опыт работы с Apache Airflow (разработка DAG-ов для загрузки данных в реляционное ХД, мониторинг); опыт работы с MPP СУБД (разработка структуры, обработка данных).  Будет плюсом:  опыт работы с одним из инструментов CI/CD (GitLab, Jenkins); опыт работы с Kafka; опыт использования инструментов управления конфигурацией (Ansible); опыт работы с различными инструментами Process Mining.  Что мы предлагаем:  собственную платформу MTS Ocean для получения ИТ-ресурсов, а это значит, что деплой, мониторинг, observability - не будут для вас проблемой, вы сможете сосредоточиться на фичах; профессиональные гильдии инженеров по направлениям, чтобы поддерживать друг друга и обмениваться опытом; внутреннюю площадку TechTalks для обмена опытом, дискуссий, развития навыков самопрезентации; участие во внешних IT конференциях. Мы выступаем на HighLoad++, DataFest, Mobius, Test Driven Conf, Joker, DevOps, Матемаркетинг и даже проводим собственную конференцию по архитектуре Hello, conference! полезные курсы и вебинары в корпоративном университете и электронные библиотеки.  А еще:  медицинскую страховку с 1 месяца со 100% покрытием расходов, включая стоматологию, страхование жизни и здоровья в поездках за рубеж. А еще можно застраховать родственников с корпоративной скидкой; доступ к сервису «Понимаю»: онлайн-консультации с психологом, юристом, экспертом по финансам или ЗОЖ; корпоративный и командный психолог в офисе и массажный кабинет;  единую подписку МТС Premium — KION light в онлайн-кинотеатре KION, сервис МТС Music, 30 дней бесплатного пользования подпиской OZON Premium; скидки и предложения от партнеров на фитнес, занятия английским и прочее.   "
"69475611","КИБЕР-РОМ","Data Engineer","True","200000","None","От 1 года до 3 лет","Полный день","['Python', 'ClickHouse', 'Elasticsearch', 'Data Analysis']","КИБЕР-РОМ — это неформальная обстановка, крутые ИТ-проекты в области медиаиндустрии и продукты, конкурирующие с лидерами рынка! У нас есть команда, которая создает ML решения, аналогов которых нет на рынке! Спроси себя, хочешь ли ты:  обрабатывать миллионы видео со стриминговых сервисов предоставлять пользователям релевантный контент искать структуры в неструктурированных данных бороться за каждую миллисекунду скорости делать продукт, который сделает лучше пользовательский опыт  Наша команда растет и мы ищем Mid+/Senior Data инженера, который сможет внести свой вклад в построении обработки данных для ML задач.В твоих силах сделать продукты, используя Hi-End решения, которыми воспользуются миллионы пользователей!BigData + Machine Learning + HighLoad &gt; Это про нас.Чем предстоит заниматься:  Построение высоконагруженных систем хранения больших данных; Выстраивание ETL процессов; Проектирование витрин данных; Выстраивание Pipeline разметки данных.  Что ожидаем от Вас:  Промышленный опыт работы с реалиционными базами данных (PostgreSQL / MySQL); Промышленный опыт работы c NoSQL Базами данных (ClickHouse, ElasticSearch, Redis); Опыт работы с очередями (Kafka / RabbitMQ); Уверенное владение Python; Опыт работы с AirFlow/Luigi; Уверенное владение PySpark.  Будет плюсом:  Опыт разворачивания ETL инфраструктуры; Уверенное владение Docker и промышленный опыт работы с K8S / Openshift / Heroku.  Бенефиты:  Стильный просторный лофт на территории Трехгорной мануфактуры. Тебе предстоит легкая 10 минутная пешая прогулка через парки от метро 1905 года и Краснопресненская; Сhill Lounge с пятой плойкой и капсулой для сна с массажем; Современное топовое оборудование, мощные ноутбуки; Комфортная кухня с вкусным кофе, чаем, какао, орешками, фруктами, снэками и прочими ништяками; Холодильник с колой и энергетиками; По пятницам в офисе пицца, роллы или грузинская кухня; Оформление по ТК РФ, конкурентная заработная плата; График работы 5\2, гибкое начало дня с 8-11 до 17-20 в офисе (возможен гибридный график работы); ДМС со стоматологией и госпитализацией в классных клиниках; Профессиональное обучение и конференции по запросу сотрудника; Годовая подписка на топовый онлайн кинотеатр.  Присутствие в офисе важно, рассматриваем гибридный вариант или полный офис.Готов создавать медиа сервисы будущего? Готов брать на себя ответственность за сложные вызовы? Если да, ждем твое резюме, рады будем видеть тебя в команде!    "
